Accident_Rate,Length_of_Segment,Daily_Traffic,Truck_Volume,Speed_Limit,Lane_Width,Width_Outer_Shoulder,Freeway_Type_Interchanges,Signalized_Interchanges,Access_Points,Number_of_Lanes,Federal_Aid_Interstate_Highway,Principal_Arterial_Highway,Major_Aterial_Highway
-1.0,-1.0,-1.0,1.0,-0.0,-0.0,-0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,0.0
1.0,-0.0,0.0,1.0,-0.0,-1.0,-0.0,0.0,-1.0,-1.0,-0.0,-0.0,-1.0,-1.0
1.0,-1.0,-1.0,1.0,-0.0,-0.0,-0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,0.0
-1.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-1.0,-1.0,-1.0,1.0,-0.0,-0.0,0.0
-1.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-1.0,-1.0,0.0,1.0,-0.0,-0.0,0.0
-1.0,-0.0,0.0,1.0,-0.0,-0.0,-1.0,0.0,0.0,0.0,-0.0,-0.0,-1.0,-1.0
-1.0,-0.0,0.0,1.0,-0.0,-0.0,-1.0,0.0,0.0,-1.0,-0.0,-0.0,-1.0,-1.0
-1.0,-1.0,0.0,1.0,-1.0,-0.0,-1.0,-1.0,-1.0,0.0,-0.0,-0.0,-0.0,0.0
1.0,-1.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
1.0,-0.0,0.0,-1.0,-0.0,-0.0,1.0,0.0,-1.0,1.0,1.0,-0.0,1.0,1.0
-1.0,-1.0,-1.0,-0.0,-0.0,-0.0,1.0,-1.0,-1.0,0.0,1.0,-0.0,1.0,1.0
1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-1.0,-1.0,1.0,1.0,-0.0,1.0,1.0
-1.0,-1.0,0.0,-1.0,-0.0,-0.0,1.0,-1.0,-1.0,0.0,-0.0,-0.0,-0.0,0.0
1.0,-1.0,0.0,-1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
-1.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0
-1.0,-0.0,0.0,-0.0,-0.0,-1.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0
-1.0,-0.0,0.0,-1.0,-1.0,-1.0,-0.0,0.0,-1.0,0.0,-0.0,-0.0,-0.0,0.0
-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-1.0,-1.0,0.0,1.0,-0.0,1.0,1.0
1.0,-0.0,-1.0,-1.0,-0.0,-0.0,1.0,-1.0,-1.0,1.0,1.0,-0.0,1.0,1.0
1.0,-0.0,0.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,0.0,-0.0,-0.0,1.0,1.0
1.0,-0.0,-1.0,-1.0,-0.0,-0.0,1.0,-1.0,0.0,1.0,1.0,1.0,-0.0,1.0
1.0,-1.0,-1.0,-0.0,-0.0,-0.0,1.0,-1.0,0.0,1.0,1.0,1.0,-0.0,1.0
1.0,-0.0,0.0,-0.0,-0.0,-1.0,1.0,0.0,-1.0,0.0,-0.0,-0.0,-0.0,0.0
1.0,-1.0,-1.0,-0.0,-0.0,-0.0,1.0,-1.0,0.0,1.0,1.0,1.0,-0.0,1.0
-1.0,-1.0,-1.0,-1.0,-0.0,-0.0,1.0,-1.0,-1.0,0.0,1.0,-0.0,1.0,1.0
-1.0,-1.0,-1.0,-1.0,-0.0,-0.0,1.0,-1.0,-1.0,1.0,1.0,-0.0,1.0,1.0
1.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0
1.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
-1.0,-1.0,0.0,-0.0,-1.0,-0.0,-0.0,-1.0,-1.0,1.0,-0.0,-0.0,1.0,1.0
1.0,1.0,0.0,-1.0,-0.0,-0.0,1.0,0.0,-1.0,1.0,1.0,-0.0,1.0,1.0
-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,1.0,-1.0,-1.0,0.0,1.0,-0.0,1.0,1.0
-1.0,1.0,-1.0,-0.0,-1.0,-0.0,-0.0,-1.0,-1.0,1.0,1.0,-0.0,1.0,1.0
-1.0,-0.0,0.0,-1.0,-0.0,-0.0,1.0,-1.0,-1.0,0.0,-0.0,-0.0,-0.0,0.0
1.0,-0.0,0.0,-1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
-1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0
-1.0,1.0,0.0,-0.0,-0.0,-1.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0
-1.0,1.0,0.0,-1.0,-1.0,-1.0,-0.0,0.0,-1.0,0.0,-0.0,-0.0,-0.0,0.0
-1.0,1.0,-1.0,-0.0,-1.0,-0.0,-0.0,-1.0,-1.0,0.0,1.0,-0.0,1.0,1.0
1.0,1.0,-1.0,-1.0,-0.0,-0.0,1.0,-1.0,-1.0,1.0,1.0,-0.0,1.0,1.0
1.0,1.0,0.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,0.0,-0.0,-0.0,1.0,1.0
1.0,1.0,-1.0,-1.0,-0.0,-0.0,1.0,-1.0,0.0,1.0,1.0,1.0,-0.0,1.0
-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,1.0,-1.0,0.0,1.0,1.0,1.0,-0.0,1.0
1.0,1.0,0.0,-0.0,-0.0,-1.0,1.0,0.0,-1.0,0.0,-0.0,-0.0,-0.0,0.0
1.0,-0.0,-1.0,-0.0,-0.0,-0.0,1.0,-1.0,0.0,1.0,1.0,1.0,-0.0,1.0
-1.0,-0.0,-1.0,-1.0,-0.0,-0.0,1.0,-1.0,-1.0,0.0,1.0,-0.0,1.0,1.0
-1.0,-0.0,-1.0,-1.0,-0.0,-0.0,1.0,-1.0,-1.0,1.0,1.0,-0.0,1.0,1.0
-1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0
-1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
-1.0,-0.0,0.0,-0.0,-1.0,-0.0,-0.0,-1.0,-1.0,1.0,-0.0,-0.0,1.0,1.0
-1.0,-1.0,-1.0,1.0,-0.0,-0.0,-0.0,-1.0,0.0,-1.0,-0.0,-0.0,-0.0,0.0
-1.0,-0.0,-1.0,1.0,-1.0,-0.0,-1.0,-1.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
-1.0,-1.0,0.0,-0.0,-0.0,-0.0,-0.0,-1.0,0.0,-1.0,-1.0,-0.0,-1.0,-1.0
-1.0,-1.0,0.0,-0.0,-0.0,-0.0,-1.0,0.0,1.0,-1.0,-1.0,-0.0,-1.0,-1.0
-1.0,-0.0,0.0,1.0,-0.0,-0.0,-1.0,0.0,1.0,-1.0,-1.0,-0.0,-1.0,0.0
-1.0,-0.0,0.0,1.0,-0.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-1.0
-1.0,-0.0,0.0,-0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,-1.0,-0.0,-1.0,-1.0
-1.0,-0.0,-1.0,1.0,-1.0,-0.0,-1.0,-1.0,0.0,-1.0,-0.0,-0.0,-0.0,0.0
-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-1.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
-1.0,-0.0,0.0,1.0,-1.0,-0.0,-0.0,0.0,0.0,-1.0,-1.0,-0.0,-0.0,0.0
-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-1.0,1.0,0.0,-0.0,1.0,-1.0,0.0
-1.0,-1.0,-1.0,1.0,-0.0,-0.0,-0.0,-1.0,1.0,0.0,-0.0,1.0,-1.0,0.0
1.0,-0.0,0.0,1.0,-0.0,-1.0,-0.0,0.0,0.0,-1.0,-1.0,-0.0,-1.0,-1.0
1.0,-1.0,-1.0,1.0,-0.0,-0.0,-0.0,-1.0,1.0,0.0,-0.0,1.0,-1.0,0.0
-1.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-1.0,0.0,-1.0,-0.0,-0.0,-0.0,0.0
-1.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-1.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
-1.0,-0.0,0.0,1.0,-0.0,-0.0,-1.0,0.0,1.0,0.0,-1.0,-0.0,-1.0,-1.0
-1.0,-0.0,0.0,1.0,-0.0,-0.0,-1.0,0.0,1.0,-1.0,-1.0,-0.0,-1.0,-1.0
-1.0,-1.0,0.0,1.0,-1.0,-0.0,-1.0,-1.0,0.0,0.0,-1.0,-0.0,-0.0,0.0
1.0,1.0,0.0,-0.0,-1.0,-0.0,-1.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0
-1.0,-0.0,1.0,-1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-1.0,-0.0,-1.0,-1.0
1.0,-0.0,1.0,-1.0,-0.0,-0.0,-1.0,1.0,1.0,0.0,-1.0,-0.0,-1.0,-1.0
1.0,1.0,1.0,-0.0,-0.0,-0.0,-1.0,1.0,1.0,0.0,-1.0,-0.0,-1.0,0.0
1.0,1.0,1.0,-0.0,-0.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-0.0,-1.0,-1.0
1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-1.0,-0.0,-1.0,-1.0
1.0,1.0,0.0,-0.0,-1.0,-0.0,-1.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
1.0,1.0,0.0,-1.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0
1.0,1.0,1.0,-0.0,-1.0,-0.0,-0.0,1.0,0.0,0.0,-1.0,-0.0,-0.0,0.0
1.0,1.0,0.0,-1.0,-0.0,-0.0,-0.0,0.0,1.0,1.0,-0.0,1.0,-1.0,0.0
1.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,1.0,-0.0,1.0,-1.0,0.0
1.0,1.0,1.0,-0.0,-0.0,-1.0,-0.0,1.0,0.0,0.0,-1.0,-0.0,-1.0,-1.0
1.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,1.0,-0.0,1.0,-1.0,0.0
-1.0,-0.0,0.0,-1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
1.0,-0.0,0.0,-1.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0
1.0,1.0,1.0,-0.0,-0.0,-0.0,-1.0,1.0,1.0,1.0,-1.0,-0.0,-1.0,-1.0
1.0,1.0,1.0,-0.0,-0.0,-0.0,-1.0,1.0,1.0,0.0,-1.0,-0.0,-1.0,-1.0
1.0,-0.0,1.0,-0.0,-1.0,-0.0,-1.0,0.0,0.0,1.0,-1.0,-0.0,-0.0,0.0
-1.0,-1.0,1.0,-1.0,1.0,-0.0,1.0,0.0,0.0,-1.0,-1.0,-0.0,-1.0,-1.0
1.0,-1.0,1.0,-1.0,1.0,-0.0,-0.0,1.0,1.0,-1.0,-1.0,-0.0,-1.0,-1.0
-1.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,1.0,-1.0,-1.0,-0.0,-1.0,0.0
-1.0,-0.0,1.0,-0.0,1.0,-1.0,-0.0,1.0,1.0,0.0,-1.0,-0.0,-1.0,-1.0
-1.0,-0.0,1.0,-1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-1.0,-0.0,-1.0,-1.0
-1.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-1.0,-0.0,-0.0,-0.0,0.0
1.0,-0.0,0.0,-1.0,1.0,-0.0,1.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,0.0,-1.0,-1.0,-0.0,-0.0,0.0
1.0,-0.0,0.0,-1.0,1.0,-0.0,1.0,0.0,1.0,0.0,-0.0,1.0,-1.0,0.0
1.0,-1.0,0.0,-0.0,1.0,-0.0,1.0,0.0,1.0,0.0,-0.0,1.0,-1.0,0.0
1.0,-0.0,1.0,-0.0,1.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,-0.0,-1.0,-1.0
1.0,-1.0,0.0,-0.0,1.0,-0.0,1.0,0.0,1.0,0.0,-0.0,1.0,-1.0,0.0
-1.0,-1.0,0.0,-1.0,1.0,-0.0,1.0,0.0,0.0,-1.0,-0.0,-0.0,-0.0,0.0
-1.0,-1.0,0.0,-1.0,1.0,-0.0,1.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
1.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,1.0,0.0,-1.0,-0.0,-1.0,-1.0
1.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,1.0,-1.0,-1.0,-0.0,-1.0,-1.0
-1.0,-1.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-1.0,-0.0,-0.0,0.0
1.0,-0.0,0.0,-0.0,-0.0,-0.0,-1.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,0.0
1.0,1.0,0.0,1.0,-0.0,-0.0,-1.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,1.0
1.0,1.0,0.0,1.0,-0.0,-1.0,-1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,0.0
1.0,1.0,0.0,-0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
1.0,1.0,-1.0,1.0,-1.0,-0.0,-1.0,0.0,0.0,0.0,1.0,-0.0,1.0,1.0
1.0,1.0,-1.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,1.0,-0.0,1.0,1.0
1.0,1.0,0.0,1.0,-1.0,-0.0,-0.0,1.0,0.0,0.0,-0.0,-0.0,1.0,1.0
1.0,1.0,-1.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,1.0,1.0,1.0,-0.0,1.0
1.0,-0.0,-1.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,1.0,1.0,1.0,-0.0,1.0
1.0,1.0,0.0,1.0,-0.0,-1.0,-0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
1.0,-0.0,-1.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,1.0,1.0,1.0,-0.0,1.0
1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.0,-0.0,1.0,1.0
1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,1.0,-0.0,1.0,1.0
1.0,1.0,0.0,1.0,-0.0,-0.0,-1.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,0.0
1.0,1.0,0.0,1.0,-0.0,-0.0,-1.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,0.0
1.0,-0.0,0.0,1.0,-1.0,-0.0,-1.0,0.0,0.0,1.0,-0.0,-0.0,1.0,1.0
-1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0
-1.0,1.0,0.0,1.0,-0.0,-1.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0
-1.0,1.0,0.0,-0.0,-1.0,-1.0,-0.0,0.0,-1.0,0.0,-0.0,-0.0,-0.0,0.0
-1.0,1.0,-1.0,1.0,-1.0,-0.0,-0.0,-1.0,-1.0,0.0,1.0,-0.0,1.0,1.0
-1.0,1.0,-1.0,-0.0,-0.0,-0.0,1.0,-1.0,-1.0,1.0,1.0,-0.0,1.0,1.0
-1.0,1.0,0.0,1.0,-1.0,-0.0,1.0,0.0,-1.0,0.0,-0.0,-0.0,1.0,1.0
-1.0,1.0,-1.0,-0.0,-0.0,-0.0,1.0,-1.0,0.0,1.0,1.0,1.0,-0.0,1.0
-1.0,-0.0,-1.0,1.0,-0.0,-0.0,1.0,-1.0,0.0,1.0,1.0,1.0,-0.0,1.0
1.0,1.0,0.0,1.0,-0.0,-1.0,1.0,0.0,-1.0,0.0,-0.0,-0.0,-0.0,0.0
1.0,-0.0,-1.0,1.0,-0.0,-0.0,1.0,-1.0,0.0,1.0,1.0,1.0,-0.0,1.0
-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,1.0,-1.0,-1.0,0.0,1.0,-0.0,1.0,1.0
-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,1.0,-1.0,-1.0,1.0,1.0,-0.0,1.0,1.0
-1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0
-1.0,1.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
-1.0,-0.0,0.0,1.0,-1.0,-0.0,-0.0,-1.0,-1.0,1.0,-0.0,-0.0,1.0,1.0
-1.0,-0.0,0.0,-0.0,-0.0,-1.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,-1.0
-1.0,-0.0,0.0,-1.0,-1.0,-1.0,-0.0,0.0,-1.0,0.0,-0.0,-0.0,-0.0,-1.0
-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-1.0,-1.0,0.0,1.0,-0.0,1.0,0.0
1.0,-0.0,-1.0,-1.0,-0.0,-0.0,1.0,-1.0,-1.0,1.0,1.0,-0.0,1.0,0.0
1.0,-0.0,0.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,0.0,-0.0,-0.0,1.0,0.0
1.0,-0.0,-1.0,-1.0,-0.0,-0.0,1.0,-1.0,0.0,1.0,1.0,1.0,-0.0,0.0
1.0,-1.0,-1.0,-0.0,-0.0,-0.0,1.0,-1.0,0.0,1.0,1.0,1.0,-0.0,0.0
1.0,-0.0,0.0,-0.0,-0.0,-1.0,1.0,0.0,-1.0,0.0,-0.0,-0.0,-0.0,-1.0
1.0,-1.0,-1.0,-0.0,-0.0,-0.0,1.0,-1.0,0.0,1.0,1.0,1.0,-0.0,0.0
-1.0,-1.0,-1.0,-1.0,-0.0,-0.0,1.0,-1.0,-1.0,0.0,1.0,-0.0,1.0,0.0
-1.0,-1.0,-1.0,-1.0,-0.0,-0.0,1.0,-1.0,-1.0,1.0,1.0,-0.0,1.0,0.0
1.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,-1.0
1.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-1.0
-1.0,-1.0,0.0,-0.0,-1.0,-0.0,-0.0,-1.0,-1.0,1.0,-0.0,-0.0,1.0,0.0
-1.0,-0.0,0.0,-1.0,-1.0,-0.0,-0.0,0.0,-1.0,-1.0,-0.0,-0.0,-0.0,0.0
-1.0,-0.0,-1.0,-0.0,-1.0,1.0,-0.0,-1.0,-1.0,-1.0,1.0,-0.0,1.0,1.0
1.0,-0.0,-1.0,-1.0,-0.0,1.0,1.0,-1.0,-1.0,0.0,1.0,-0.0,1.0,1.0
1.0,-0.0,0.0,-0.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,-0.0,-0.0,1.0,1.0
1.0,-0.0,-1.0,-1.0,-0.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,-0.0,1.0
1.0,-1.0,-1.0,-0.0,-0.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,-0.0,1.0
1.0,-0.0,0.0,-0.0,-0.0,-0.0,1.0,0.0,-1.0,-1.0,-0.0,-0.0,-0.0,0.0
1.0,-1.0,-1.0,-0.0,-0.0,1.0,1.0,-1.0,0.0,0.0,1.0,1.0,-0.0,1.0
-1.0,-1.0,-1.0,-1.0,-0.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,-0.0,1.0,1.0
1.0,-1.0,-1.0,-1.0,-0.0,1.0,1.0,-1.0,-1.0,0.0,1.0,-0.0,1.0,1.0
1.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
1.0,-0.0,0.0,-0.0,-0.0,1.0,-0.0,0.0,0.0,-1.0,-0.0,-0.0,-0.0,0.0
1.0,-1.0,0.0,-0.0,-1.0,1.0,-0.0,-1.0,-1.0,0.0,-0.0,-0.0,1.0,1.0
1.0,-0.0,-1.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,0.0,1.0,-0.0,1.0,1.0
1.0,-0.0,-1.0,-0.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,-0.0,1.0,1.0
1.0,-0.0,0.0,1.0,-0.0,1.0,1.0,0.0,0.0,0.0,-0.0,-0.0,1.0,1.0
1.0,-0.0,-1.0,-0.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-0.0,1.0
1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-0.0,1.0
1.0,-0.0,0.0,1.0,1.0,-0.0,1.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,-0.0,1.0
-1.0,-1.0,-1.0,-0.0,1.0,1.0,1.0,-1.0,0.0,0.0,1.0,-0.0,1.0,1.0
1.0,-1.0,-1.0,-0.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,-0.0,1.0,1.0
1.0,-0.0,0.0,1.0,1.0,1.0,-0.0,0.0,1.0,1.0,-0.0,-0.0,-0.0,0.0
1.0,-0.0,0.0,1.0,1.0,1.0,-0.0,0.0,1.0,0.0,-0.0,-0.0,-0.0,0.0
1.0,-1.0,0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,-0.0,-0.0,1.0,1.0
1.0,-0.0,0.0,-1.0,1.0,-0.0,1.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0
1.0,-0.0,1.0,-0.0,-0.0,-0.0,1.0,1.0,0.0,0.0,-1.0,-0.0,-0.0,0.0
1.0,-0.0,0.0,-1.0,1.0,-0.0,1.0,0.0,1.0,1.0,-0.0,1.0,-1.0,0.0
1.0,-1.0,0.0,-0.0,1.0,-0.0,1.0,0.0,1.0,1.0,-0.0,1.0,-1.0,0.0
1.0,-0.0,1.0,-0.0,1.0,-1.0,1.0,1.0,0.0,0.0,-1.0,-0.0,-1.0,-1.0
1.0,-1.0,0.0,-0.0,1.0,-0.0,1.0,0.0,1.0,1.0,-0.0,1.0,-1.0,0.0
-1.0,-1.0,0.0,-1.0,1.0,-0.0,1.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
1.0,-1.0,0.0,-1.0,1.0,-0.0,1.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.0
1.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,1.0,1.0,-1.0,-0.0,-1.0,-1.0
1.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,1.0,1.0,0.0,-1.0,-0.0,-1.0,-1.0
1.0,-1.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.0,-1.0,-0.0,-0.0,0.0
-1.0,-0.0,1.0,1.0,-1.0,-0.0,-0.0,1.0,0.0,-1.0,-1.0,-0.0,-0.0,0.0
-1.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,-0.0,1.0,-1.0,0.0
-1.0,-1.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,-0.0,1.0,-1.0,0.0
1.0,-0.0,1.0,1.0,-0.0,-1.0,-0.0,1.0,0.0,-1.0,-1.0,-0.0,-1.0,-1.0
1.0,-1.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,1.0,0.0,-0.0,1.0,-1.0,0.0
-1.0,-1.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-1.0,-0.0,-0.0,-0.0,0.0
-1.0,-1.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
-1.0,-0.0,1.0,1.0,-0.0,-0.0,-1.0,1.0,1.0,0.0,-1.0,-0.0,-1.0,-1.0
-1.0,-0.0,1.0,1.0,-0.0,-0.0,-1.0,1.0,1.0,-1.0,-1.0,-0.0,-1.0,-1.0
-1.0,-1.0,1.0,1.0,-1.0,-0.0,-1.0,0.0,0.0,0.0,-1.0,-0.0,-0.0,0.0
-1.0,-0.0,-1.0,-1.0,1.0,-0.0,-0.0,-1.0,1.0,1.0,1.0,1.0,-1.0,0.0
-1.0,-1.0,-1.0,-0.0,1.0,-0.0,-0.0,-1.0,1.0,1.0,1.0,1.0,-1.0,0.0
1.0,-0.0,0.0,-0.0,1.0,-1.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-1.0,-1.0
1.0,-1.0,-1.0,-0.0,1.0,-0.0,-0.0,-1.0,1.0,1.0,1.0,1.0,-1.0,0.0
-1.0,-1.0,-1.0,-1.0,1.0,-0.0,-0.0,-1.0,0.0,0.0,1.0,-0.0,-0.0,0.0
-1.0,-1.0,-1.0,-1.0,1.0,-0.0,-0.0,-1.0,0.0,1.0,1.0,-0.0,-0.0,0.0
-1.0,-0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,1.0,-0.0,-0.0,-1.0,-1.0
-1.0,-0.0,0.0,-0.0,1.0,-0.0,-1.0,0.0,1.0,0.0,-0.0,-0.0,-1.0,-1.0
-1.0,-1.0,0.0,-0.0,-0.0,-0.0,-1.0,-1.0,0.0,1.0,-0.0,-0.0,-0.0,0.0
-1.0,-1.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
1.0,-0.0,1.0,1.0,-0.0,-1.0,-0.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.0,-1.0
1.0,-1.0,0.0,1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
-1.0,-1.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-1.0,-1.0,-0.0,-1.0,1.0,0.0
-1.0,-1.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-1.0,0.0,-0.0,-1.0,1.0,0.0
-1.0,-0.0,1.0,1.0,-0.0,-0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,-0.0,-1.0
-1.0,-0.0,1.0,1.0,-0.0,-0.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-0.0,-1.0
-1.0,-1.0,1.0,1.0,-1.0,-0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0
1.0,1.0,1.0,-0.0,-0.0,-1.0,-0.0,1.0,-1.0,-1.0,-1.0,-1.0,-0.0,-1.0
1.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
-1.0,-0.0,0.0,-1.0,-0.0,-0.0,-0.0,0.0,-1.0,-1.0,-0.0,-1.0,1.0,0.0
-1.0,-0.0,0.0,-1.0,-0.0,-0.0,-0.0,0.0,-1.0,0.0,-0.0,-1.0,1.0,0.0
1.0,1.0,1.0,-0.0,-0.0,-0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,-0.0,-1.0
