Salary,Rank,Years_in_current_rank,Year_Degree_was_earned,Sex,Highest_Degree
1.0,1.0,1.0,1.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,-1.0
-1.0,0.0,0.0,0.0,-1.0,-1.0
-1.0,0.0,0.0,0.0,0.0,-1.0
1.0,1.0,1.0,1.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,1.0,0.0,0.0,-1.0
-1.0,0.0,0.0,1.0,0.0,-1.0
1.0,0.0,1.0,1.0,0.0,-1.0
1.0,1.0,1.0,1.0,-1.0,-1.0
-1.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,0.0,1.0,0.0,-1.0
-1.0,0.0,1.0,0.0,-1.0,0.0
-1.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,-1.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,-1.0
-1.0,0.0,0.0,0.0,-1.0,-1.0
-1.0,0.0,0.0,0.0,0.0,-1.0
1.0,1.0,1.0,1.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,1.0,0.0,0.0,-1.0
-1.0,0.0,0.0,1.0,0.0,-1.0
-1.0,0.0,1.0,1.0,0.0,-1.0
-1.0,-1.0,-1.0,-1.0,1.0,0.0
-1.0,-1.0,-1.0,0.0,1.0,0.0
-1.0,-1.0,0.0,-1.0,0.0,1.0
-1.0,-1.0,-1.0,-1.0,1.0,0.0
-1.0,-1.0,-1.0,-1.0,1.0,0.0
-1.0,-1.0,-1.0,-1.0,0.0,0.0
-1.0,-1.0,-1.0,-1.0,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0
-1.0,-1.0,-1.0,-1.0,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0
-1.0,-1.0,-1.0,-1.0,0.0,0.0
-1.0,-1.0,-1.0,-1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
-1.0,-1.0,0.0,-1.0,1.0,1.0
-1.0,-1.0,-1.0,-1.0,1.0,1.0
-1.0,-1.0,0.0,-1.0,1.0,0.0
-1.0,-1.0,-1.0,0.0,1.0,0.0
-1.0,-1.0,0.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,-1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,-1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,-1.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0
-1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,1.0,-1.0,-1.0,1.0
-1.0,0.0,0.0,-1.0,0.0,0.0
-1.0,0.0,0.0,-1.0,0.0,0.0
-1.0,0.0,0.0,-1.0,-1.0,0.0
1.0,0.0,0.0,-1.0,0.0,1.0
1.0,1.0,1.0,0.0,0.0,0.0
-1.0,0.0,0.0,-1.0,0.0,1.0
1.0,1.0,1.0,0.0,0.0,0.0
-1.0,0.0,0.0,-1.0,-1.0,0.0
-1.0,0.0,0.0,-1.0,0.0,0.0
1.0,1.0,1.0,0.0,-1.0,0.0
1.0,0.0,1.0,-1.0,0.0,1.0
-1.0,0.0,0.0,-1.0,0.0,1.0
-1.0,0.0,1.0,-1.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
-1.0,0.0,-1.0,0.0,1.0,-1.0
-1.0,0.0,-1.0,0.0,1.0,-1.0
-1.0,0.0,-1.0,0.0,0.0,-1.0
-1.0,0.0,-1.0,0.0,1.0,0.0
1.0,1.0,0.0,1.0,1.0,-1.0
-1.0,0.0,-1.0,0.0,1.0,0.0
1.0,1.0,0.0,1.0,1.0,-1.0
-1.0,0.0,-1.0,0.0,0.0,-1.0
-1.0,0.0,-1.0,0.0,1.0,-1.0
1.0,1.0,0.0,1.0,0.0,-1.0
-1.0,0.0,0.0,0.0,1.0,0.0
-1.0,0.0,-1.0,0.0,1.0,0.0
-1.0,0.0,0.0,0.0,1.0,-1.0
-1.0,0.0,-1.0,1.0,1.0,-1.0
1.0,0.0,0.0,1.0,1.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,-1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,-1.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0
-1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0
-1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
-1.0,0.0,0.0,0.0,-1.0,0.0
1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,-1.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,-1.0
-1.0,0.0,0.0,0.0,-1.0,-1.0
-1.0,0.0,0.0,0.0,0.0,-1.0
1.0,1.0,1.0,1.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,1.0,0.0,0.0,-1.0
-1.0,0.0,0.0,1.0,0.0,-1.0
1.0,0.0,1.0,1.0,0.0,-1.0
-1.0,-1.0,-1.0,-1.0,0.0,1.0
-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,-1.0,-1.0,-1.0,-1.0,0.0
-1.0,-1.0,-1.0,-1.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0
-1.0,-1.0,0.0,-1.0,0.0,1.0
-1.0,-1.0,-1.0,-1.0,0.0,1.0
-1.0,-1.0,0.0,-1.0,0.0,0.0
-1.0,-1.0,-1.0,0.0,0.0,0.0
-1.0,-1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,-1.0
1.0,0.0,0.0,0.0,-1.0,-1.0
1.0,0.0,0.0,0.0,0.0,-1.0
1.0,1.0,1.0,1.0,-1.0,-1.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,-1.0
1.0,0.0,0.0,1.0,0.0,-1.0
1.0,0.0,1.0,1.0,0.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,0.0
-1.0,-1.0,-1.0,-1.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0
-1.0,-1.0,0.0,-1.0,0.0,1.0
-1.0,-1.0,-1.0,-1.0,0.0,1.0
-1.0,-1.0,0.0,-1.0,0.0,0.0
-1.0,-1.0,-1.0,0.0,0.0,0.0
-1.0,-1.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,1.0,1.0
-1.0,0.0,0.0,0.0,1.0,1.0
1.0,0.0,1.0,0.0,1.0,0.0
-1.0,0.0,0.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,-1.0,0.0
1.0,0.0,1.0,0.0,0.0,1.0
-1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0
-1.0,-1.0,0.0,-1.0,1.0,1.0
-1.0,-1.0,-1.0,-1.0,1.0,1.0
-1.0,-1.0,0.0,-1.0,1.0,0.0
-1.0,-1.0,-1.0,0.0,1.0,0.0
-1.0,-1.0,0.0,0.0,1.0,0.0
-1.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,-1.0,1.0,0.0,-1.0
1.0,0.0,0.0,1.0,0.0,-1.0
1.0,0.0,1.0,0.0,0.0,-1.0
1.0,0.0,0.0,1.0,0.0,-1.0
1.0,0.0,1.0,1.0,0.0,-1.0
-1.0,0.0,-1.0,1.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0
