maximum_life_span,body_weight,brain_weight,slow_wave_sleep,paradoxical_sleep,total_sleep,gestation_time,predation_index,sleep_exposure_index,overall_danger_index
-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,0.0
1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0
1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0
1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.0
-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0
-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0
-1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.0
1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0
1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,1.0,0.0,1.0
1.0,1.0,1.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,-1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,0.0
1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0
-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,0.0
1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0
-1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.0
1.0,1.0,1.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1.0,1.0,1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0
1.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0
-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0
1.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0
-1.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0
1.0,0.0,0.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0
-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0
1.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0
-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0
1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0
1.0,1.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
1.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
-1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
-1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
-1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0
1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,-1.0
-1.0,0.0,0.0,1.0,-1.0,1.0,0.0,1.0,0.0,1.0
-1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0
1.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0
-1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0
1.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0
-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0
-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0
-1.0,-1.0,-1.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0
1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0
-1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0
-1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
1.0,0.0,1.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0
-1.0,0.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,1.0,0.0,0.0
-1.0,-1.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0
-1.0,0.0,-1.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,0.0
-1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,0.0
1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,0.0,0.0
-1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1.0,0.0
-1.0,-1.0,0.0,0.0,1.0,1.0,-1.0,-1.0,-1.0,0.0
-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,-1.0,1.0,0.0,0.0,-1.0,-1.0,-1.0
1.0,1.0,1.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0
-1.0,-1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,-1.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,-1.0,-1.0,1.0,0.0,1.0,0.0
-1.0,-1.0,-1.0,0.0,1.0,1.0,-1.0,0.0,-1.0,0.0
1.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,1.0,1.0
-1.0,0.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0
1.0,1.0,1.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0
-1.0,-1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,-1.0,0.0
-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0
-1.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
-1.0,1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0
1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0
-1.0,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
1.0,-1.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
-1.0,1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
1.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0
-1.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,-1.0,0.0
1.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0
-1.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0
-1.0,0.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.0
1.0,0.0,1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0
-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
1.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0
1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0
-1.0,0.0,0.0,1.0,0.0,1.0,-1.0,0.0,-1.0,0.0
-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0
-1.0,0.0,0.0,1.0,1.0,1.0,-1.0,0.0,-1.0,0.0
-1.0,-1.0,-1.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0
1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.0
-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,-1.0
-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0
1.0,1.0,1.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0
-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,-1.0
1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0
-1.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,-1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,0.0,0.0
-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,0.0
-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.0,-1.0,-1.0,1.0,0.0,1.0,1.0,-1.0,0.0,0.0
1.0,1.0,1.0,-1.0,0.0,-1.0,-1.0,1.0,0.0,0.0
1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0
-1.0,1.0,0.0,0.0,1.0,0.0,-1.0,0.0,-1.0,-1.0
1.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,1.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,0.0,0.0
-1.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0
1.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.0
-1.0,-1.0,-1.0,1.0,-1.0,1.0,0.0,0.0,1.0,1.0
1.0,1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,-1.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,-1.0,0.0
-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0
1.0,1.0,1.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0
-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0
1.0,1.0,1.0,-1.0,0.0,-1.0,0.0,1.0,0.0,0.0
-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,1.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,1.0,-1.0,0.0
1.0,-1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,1.0,1.0
-1.0,1.0,1.0,-1.0,1.0,-1.0,-1.0,0.0,-1.0,-1.0
1.0,0.0,0.0,1.0,-1.0,1.0,1.0,-1.0,1.0,0.0
-1.0,0.0,0.0,-1.0,1.0,-1.0,-1.0,1.0,-1.0,0.0
-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0
-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0
1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0
-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0
1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0
1.0,1.0,1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0
-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
-1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0
1.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,-1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.0,1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,-1.0
-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,1.0
1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
1.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
-1.0,0.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
1.0,1.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,0.0
-1.0,-1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
1.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
-1.0,0.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0
-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,0.0
1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,0.0,0.0
-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0
1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,0.0
-1.0,-1.0,0.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,-1.0,-1.0
1.0,1.0,1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0
-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,-1.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,0.0,1.0,0.0
-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0
-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0
1.0,1.0,1.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0
-1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,0.0,-1.0,0.0
1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0
-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0
1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1.0,-1.0,-1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0
-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0
1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0
1.0,1.0,1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0
1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
-1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
-1.0,-1.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
1.0,1.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
1.0,-1.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0
-1.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,-1.0,-1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.0,1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,-1.0,0.0,-1.0
-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,1.0,0.0,1.0
1.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0
-1.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0
-1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0
1.0,-1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
-1.0,0.0,-1.0,1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0
1.0,0.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0
-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0
-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,0.0,-1.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0
1.0,0.0,1.0,-1.0,0.0,-1.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,-1.0
-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,1.0
-1.0,0.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
1.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
-1.0,0.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
1.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0
-1.0,0.0,-1.0,0.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0
