Population,Soccer_Team,State_Capital,Former_East_Germany,Industrial_Belt,Licence_plate,Intercity_trainline,Exposition_Site,National_Capital,University
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0
-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
-1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,-1.0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0
-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0
1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0
1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0
-1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0
-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
-1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0
-1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
-1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
-1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0
1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
-1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0
1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,-1.0
-1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0
1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-1.0
1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
1.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0
-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,-1.0
1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0
-1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
-1.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
