Homeless,Percent_in_Poverty,Unemployment_Rate,Public_Housing,Mean_Temperature,Vacancy,Population
-1.0,0.0,1.0,-1.0,0.0,-0.0,0.0
1.0,0.0,1.0,-1.0,0.0,1.0,0.0
1.0,0.0,-1.0,1.0,-1.0,1.0,0.0
1.0,-1.0,-1.0,1.0,-1.0,-0.0,-1.0
1.0,0.0,0.0,-0.0,0.0,1.0,-1.0
1.0,-1.0,-1.0,1.0,0.0,-0.0,-1.0
1.0,-1.0,-1.0,1.0,0.0,1.0,0.0
1.0,-1.0,-1.0,1.0,0.0,1.0,-1.0
1.0,0.0,0.0,1.0,-1.0,1.0,0.0
-1.0,-1.0,-1.0,1.0,-1.0,1.0,-1.0
1.0,0.0,0.0,-0.0,-1.0,-0.0,-1.0
1.0,0.0,-1.0,-0.0,0.0,1.0,0.0
1.0,0.0,0.0,-0.0,-1.0,1.0,0.0
1.0,-1.0,0.0,1.0,-1.0,1.0,0.0
1.0,0.0,0.0,1.0,0.0,-0.0,-1.0
1.0,-1.0,0.0,-0.0,-1.0,1.0,0.0
1.0,-1.0,-1.0,-0.0,0.0,1.0,0.0
1.0,0.0,-1.0,-0.0,-1.0,1.0,-1.0
-1.0,-1.0,-1.0,1.0,-1.0,-0.0,-1.0
1.0,-1.0,-1.0,1.0,-1.0,-0.0,-1.0
1.0,0.0,0.0,-0.0,0.0,1.0,0.0
1.0,-1.0,-1.0,-0.0,0.0,-0.0,-1.0
1.0,0.0,0.0,-0.0,-1.0,1.0,-1.0
1.0,-1.0,0.0,1.0,-1.0,-0.0,0.0
1.0,0.0,0.0,-0.0,-1.0,1.0,-1.0
-1.0,0.0,0.0,-0.0,-1.0,-0.0,-1.0
1.0,0.0,0.0,-0.0,-1.0,1.0,-1.0
1.0,-1.0,0.0,-0.0,0.0,-1.0,-1.0
1.0,0.0,1.0,-1.0,1.0,-0.0,-1.0
1.0,-1.0,0.0,-0.0,1.0,-1.0,-1.0
1.0,-1.0,0.0,-0.0,1.0,-0.0,0.0
1.0,-1.0,0.0,-0.0,1.0,-0.0,-1.0
1.0,0.0,1.0,-0.0,0.0,-0.0,0.0
-1.0,-1.0,0.0,-0.0,0.0,-0.0,-1.0
1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0
1.0,0.0,0.0,-1.0,1.0,-0.0,0.0
1.0,0.0,1.0,-1.0,0.0,-0.0,0.0
1.0,-1.0,1.0,-0.0,0.0,-0.0,0.0
1.0,0.0,1.0,-0.0,1.0,-1.0,-1.0
1.0,-1.0,1.0,-1.0,0.0,-0.0,0.0
1.0,-1.0,0.0,-1.0,1.0,-0.0,0.0
1.0,0.0,0.0,-1.0,0.0,-0.0,-1.0
-1.0,-1.0,0.0,-0.0,0.0,-1.0,-1.0
1.0,-1.0,0.0,-0.0,0.0,-1.0,-1.0
1.0,0.0,1.0,-1.0,1.0,-0.0,0.0
-1.0,-1.0,0.0,-1.0,1.0,-1.0,-1.0
1.0,0.0,1.0,-1.0,0.0,-0.0,-1.0
1.0,-1.0,1.0,-0.0,0.0,-1.0,0.0
1.0,0.0,1.0,-1.0,0.0,-0.0,-1.0
-1.0,0.0,1.0,-1.0,0.0,-1.0,-1.0
1.0,0.0,1.0,-1.0,0.0,-0.0,-1.0
-1.0,1.0,1.0,-1.0,1.0,1.0,0.0
1.0,0.0,0.0,-0.0,1.0,-0.0,0.0
1.0,0.0,0.0,-0.0,1.0,1.0,1.0
1.0,0.0,0.0,-0.0,1.0,1.0,0.0
-1.0,1.0,1.0,-0.0,0.0,1.0,1.0
-1.0,0.0,0.0,-0.0,0.0,1.0,0.0
-1.0,1.0,1.0,-1.0,0.0,-0.0,0.0
1.0,1.0,0.0,-1.0,1.0,1.0,1.0
-1.0,1.0,1.0,-1.0,0.0,1.0,1.0
1.0,0.0,1.0,-0.0,0.0,1.0,1.0
1.0,1.0,1.0,-0.0,1.0,-0.0,0.0
-1.0,0.0,1.0,-1.0,0.0,1.0,1.0
1.0,0.0,0.0,-1.0,1.0,1.0,1.0
-1.0,1.0,0.0,-1.0,0.0,1.0,0.0
-1.0,0.0,0.0,-0.0,0.0,-0.0,0.0
-1.0,0.0,0.0,-0.0,0.0,-0.0,0.0
-1.0,1.0,1.0,-1.0,1.0,1.0,1.0
-1.0,0.0,0.0,-1.0,1.0,-0.0,0.0
-1.0,1.0,1.0,-1.0,0.0,1.0,0.0
-1.0,0.0,1.0,-0.0,0.0,-0.0,1.0
1.0,1.0,1.0,-1.0,0.0,1.0,0.0
-1.0,1.0,1.0,-1.0,0.0,-0.0,0.0
1.0,1.0,1.0,-1.0,0.0,1.0,0.0
1.0,-1.0,-1.0,1.0,0.0,-1.0,0.0
1.0,-1.0,-1.0,1.0,0.0,-0.0,1.0
1.0,-1.0,-1.0,1.0,0.0,-0.0,0.0
1.0,0.0,0.0,1.0,-1.0,-0.0,1.0
-1.0,-1.0,-1.0,1.0,-1.0,-0.0,0.0
1.0,0.0,0.0,-0.0,-1.0,-1.0,0.0
1.0,0.0,-1.0,-0.0,0.0,-0.0,1.0
1.0,0.0,0.0,-0.0,-1.0,-0.0,1.0
1.0,-1.0,0.0,1.0,-1.0,-0.0,1.0
1.0,0.0,0.0,1.0,0.0,-1.0,0.0
1.0,-1.0,0.0,-0.0,-1.0,-0.0,1.0
1.0,-1.0,-1.0,-0.0,0.0,-0.0,1.0
1.0,0.0,-1.0,-0.0,-1.0,-0.0,0.0
-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0
-1.0,-1.0,-1.0,1.0,-1.0,-1.0,0.0
1.0,0.0,0.0,-0.0,0.0,-0.0,1.0
-1.0,-1.0,-1.0,-0.0,0.0,-1.0,0.0
-1.0,0.0,0.0,-0.0,-1.0,-0.0,0.0
-1.0,-1.0,0.0,1.0,-1.0,-1.0,1.0
1.0,0.0,0.0,-0.0,-1.0,-0.0,0.0
-1.0,0.0,0.0,-0.0,-1.0,-1.0,0.0
1.0,0.0,0.0,-0.0,-1.0,-0.0,0.0
-1.0,0.0,0.0,-0.0,0.0,1.0,1.0
-1.0,0.0,0.0,-0.0,0.0,1.0,0.0
-1.0,1.0,1.0,-0.0,-1.0,1.0,1.0
-1.0,0.0,0.0,-0.0,-1.0,1.0,0.0
-1.0,1.0,1.0,-1.0,-1.0,-0.0,0.0
1.0,1.0,0.0,-1.0,0.0,1.0,1.0
-1.0,1.0,1.0,-1.0,-1.0,1.0,1.0
-1.0,0.0,1.0,-0.0,-1.0,1.0,1.0
1.0,1.0,1.0,-0.0,0.0,-0.0,0.0
-1.0,0.0,1.0,-1.0,-1.0,1.0,1.0
1.0,0.0,0.0,-1.0,0.0,1.0,1.0
-1.0,1.0,0.0,-1.0,-1.0,1.0,0.0
-1.0,0.0,0.0,-0.0,-1.0,-0.0,0.0
-1.0,0.0,0.0,-0.0,-1.0,-0.0,0.0
-1.0,1.0,1.0,-1.0,0.0,1.0,1.0
-1.0,0.0,0.0,-1.0,0.0,-0.0,0.0
-1.0,1.0,1.0,-1.0,-1.0,1.0,0.0
-1.0,0.0,1.0,-0.0,-1.0,-0.0,1.0
1.0,1.0,1.0,-1.0,-1.0,1.0,0.0
-1.0,1.0,1.0,-1.0,-1.0,-0.0,0.0
1.0,1.0,1.0,-1.0,-1.0,1.0,0.0
-1.0,0.0,0.0,-0.0,0.0,-0.0,-1.0
-1.0,1.0,1.0,-0.0,-1.0,-0.0,0.0
-1.0,0.0,0.0,-0.0,-1.0,-0.0,-1.0
-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
1.0,1.0,0.0,-1.0,0.0,-0.0,0.0
-1.0,1.0,1.0,-1.0,-1.0,-0.0,0.0
-1.0,0.0,1.0,-0.0,-1.0,-0.0,0.0
1.0,1.0,1.0,-0.0,0.0,-1.0,-1.0
-1.0,0.0,1.0,-1.0,-1.0,-0.0,0.0
1.0,0.0,0.0,-1.0,0.0,-0.0,0.0
-1.0,1.0,0.0,-1.0,-1.0,-0.0,-1.0
-1.0,0.0,0.0,-0.0,-1.0,-1.0,-1.0
-1.0,0.0,0.0,-0.0,-1.0,-1.0,-1.0
-1.0,1.0,1.0,-1.0,0.0,-0.0,0.0
-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0
-1.0,1.0,1.0,-1.0,-1.0,-0.0,-1.0
-1.0,0.0,1.0,-0.0,-1.0,-1.0,0.0
1.0,1.0,1.0,-1.0,-1.0,-0.0,-1.0
-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0
1.0,1.0,1.0,-1.0,-1.0,-0.0,-1.0
-1.0,1.0,1.0,-0.0,-1.0,-0.0,1.0
-1.0,0.0,0.0,-0.0,-1.0,-0.0,0.0
-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0
1.0,1.0,0.0,-1.0,0.0,-0.0,1.0
-1.0,1.0,1.0,-1.0,-1.0,-0.0,1.0
1.0,0.0,1.0,-0.0,-1.0,-0.0,1.0
1.0,1.0,1.0,-0.0,0.0,-1.0,0.0
-1.0,0.0,1.0,-1.0,-1.0,-0.0,1.0
1.0,0.0,0.0,-1.0,0.0,-0.0,1.0
-1.0,1.0,0.0,-1.0,-1.0,-0.0,0.0
-1.0,0.0,0.0,-0.0,-1.0,-1.0,0.0
-1.0,0.0,0.0,-0.0,-1.0,-1.0,0.0
-1.0,1.0,1.0,-1.0,0.0,-0.0,1.0
-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
-1.0,1.0,1.0,-1.0,-1.0,-0.0,0.0
-1.0,0.0,1.0,-0.0,-1.0,-1.0,1.0
1.0,1.0,1.0,-1.0,-1.0,-0.0,0.0
-1.0,1.0,1.0,-1.0,-1.0,-1.0,0.0
1.0,1.0,1.0,-1.0,-1.0,-0.0,0.0
-1.0,-1.0,-1.0,-0.0,0.0,-0.0,-1.0
-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0
1.0,0.0,-1.0,-1.0,1.0,-0.0,0.0
-1.0,0.0,0.0,-1.0,0.0,-0.0,0.0
1.0,-1.0,0.0,-0.0,0.0,-0.0,0.0
1.0,0.0,0.0,-0.0,1.0,-1.0,-1.0
1.0,-1.0,0.0,-1.0,0.0,-0.0,0.0
1.0,-1.0,-1.0,-1.0,1.0,-0.0,0.0
-1.0,0.0,-1.0,-1.0,0.0,-0.0,-1.0
-1.0,-1.0,-1.0,-0.0,0.0,-1.0,-1.0
-1.0,-1.0,-1.0,-0.0,0.0,-1.0,-1.0
-1.0,0.0,0.0,-1.0,1.0,-0.0,0.0
-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0
-1.0,0.0,0.0,-1.0,0.0,-0.0,-1.0
-1.0,-1.0,0.0,-0.0,0.0,-1.0,0.0
1.0,0.0,0.0,-1.0,0.0,-0.0,-1.0
-1.0,0.0,0.0,-1.0,0.0,-1.0,-1.0
1.0,0.0,0.0,-1.0,0.0,-0.0,-1.0
1.0,1.0,1.0,-1.0,0.0,-1.0,0.0
1.0,1.0,0.0,-1.0,1.0,-0.0,1.0
1.0,1.0,1.0,-1.0,0.0,-0.0,1.0
1.0,0.0,1.0,-0.0,0.0,-0.0,1.0
1.0,1.0,1.0,-0.0,1.0,-1.0,0.0
1.0,0.0,1.0,-1.0,0.0,-0.0,1.0
1.0,0.0,0.0,-1.0,1.0,-0.0,1.0
1.0,1.0,0.0,-1.0,0.0,-0.0,0.0
1.0,0.0,0.0,-0.0,0.0,-1.0,0.0
1.0,0.0,0.0,-0.0,0.0,-1.0,0.0
1.0,1.0,1.0,-1.0,1.0,-0.0,1.0
1.0,0.0,0.0,-1.0,1.0,-1.0,0.0
1.0,1.0,1.0,-1.0,0.0,-0.0,0.0
1.0,0.0,1.0,-0.0,0.0,-1.0,1.0
1.0,1.0,1.0,-1.0,0.0,-0.0,0.0
1.0,1.0,1.0,-1.0,0.0,-1.0,0.0
1.0,1.0,1.0,-1.0,0.0,-0.0,0.0
1.0,0.0,-1.0,-0.0,1.0,1.0,1.0
-1.0,0.0,0.0,-0.0,0.0,1.0,1.0
1.0,-1.0,0.0,1.0,0.0,1.0,1.0
1.0,0.0,0.0,1.0,1.0,-0.0,0.0
1.0,-1.0,0.0,-0.0,0.0,1.0,1.0
1.0,-1.0,-1.0,-0.0,1.0,1.0,1.0
-1.0,0.0,-1.0,-0.0,0.0,1.0,0.0
-1.0,-1.0,-1.0,1.0,0.0,-0.0,0.0
-1.0,-1.0,-1.0,1.0,0.0,-0.0,0.0
-1.0,0.0,0.0,-0.0,1.0,1.0,1.0
-1.0,-1.0,-1.0,-0.0,1.0,-0.0,0.0
-1.0,0.0,0.0,-0.0,0.0,1.0,0.0
-1.0,-1.0,0.0,1.0,0.0,-0.0,1.0
1.0,0.0,0.0,-0.0,0.0,1.0,0.0
-1.0,0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,0.0,0.0,-0.0,0.0,1.0,0.0
-1.0,0.0,1.0,-0.0,-1.0,-0.0,0.0
-1.0,-1.0,1.0,1.0,-1.0,-0.0,0.0
1.0,0.0,1.0,1.0,0.0,-1.0,-1.0
-1.0,-1.0,1.0,-0.0,-1.0,-0.0,0.0
1.0,-1.0,0.0,-0.0,0.0,-0.0,0.0
-1.0,0.0,0.0,-0.0,-1.0,-0.0,-1.0
-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0
-1.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0
-1.0,0.0,1.0,-0.0,0.0,-0.0,0.0
-1.0,-1.0,0.0,-0.0,0.0,-1.0,-1.0
-1.0,0.0,1.0,-0.0,-1.0,-0.0,-1.0
-1.0,-1.0,1.0,1.0,-1.0,-1.0,0.0
1.0,0.0,1.0,-0.0,-1.0,-0.0,-1.0
-1.0,0.0,1.0,-0.0,-1.0,-1.0,-1.0
1.0,0.0,1.0,-0.0,-1.0,-0.0,-1.0
1.0,-1.0,0.0,1.0,0.0,-0.0,0.0
1.0,0.0,0.0,1.0,1.0,-1.0,-1.0
1.0,-1.0,0.0,-0.0,0.0,-0.0,0.0
1.0,-1.0,-1.0,-0.0,1.0,-0.0,0.0
-1.0,0.0,-1.0,-0.0,0.0,-0.0,-1.0
-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0
-1.0,-1.0,-1.0,1.0,0.0,-1.0,-1.0
-1.0,0.0,0.0,-0.0,1.0,-0.0,0.0
-1.0,-1.0,-1.0,-0.0,1.0,-1.0,-1.0
-1.0,0.0,0.0,-0.0,0.0,-0.0,-1.0
-1.0,-1.0,0.0,1.0,0.0,-1.0,0.0
1.0,0.0,0.0,-0.0,0.0,-0.0,-1.0
-1.0,0.0,0.0,-0.0,0.0,-1.0,-1.0
1.0,0.0,0.0,-0.0,0.0,-0.0,-1.0
1.0,1.0,0.0,-0.0,1.0,-1.0,-1.0
-1.0,0.0,0.0,-1.0,0.0,-0.0,0.0
1.0,0.0,-1.0,-1.0,1.0,-0.0,0.0
-1.0,1.0,-1.0,-1.0,0.0,-0.0,-1.0
-1.0,0.0,-1.0,-0.0,0.0,-1.0,-1.0
-1.0,0.0,-1.0,-0.0,0.0,-1.0,-1.0
-1.0,1.0,0.0,-1.0,1.0,-0.0,0.0
-1.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0
-1.0,1.0,0.0,-1.0,0.0,-0.0,-1.0
-1.0,0.0,0.0,-0.0,0.0,-1.0,0.0
1.0,1.0,0.0,-1.0,0.0,-0.0,-1.0
-1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0
1.0,1.0,0.0,-1.0,0.0,-0.0,-1.0
-1.0,-1.0,0.0,-1.0,-1.0,1.0,1.0
1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0
-1.0,0.0,-1.0,-1.0,-1.0,1.0,0.0
-1.0,-1.0,-1.0,-0.0,-1.0,-0.0,0.0
-1.0,-1.0,-1.0,-0.0,-1.0,-0.0,0.0
-1.0,0.0,0.0,-1.0,0.0,1.0,1.0
-1.0,-1.0,-1.0,-1.0,0.0,-0.0,0.0
-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0
-1.0,-1.0,0.0,-0.0,-1.0,-0.0,1.0
1.0,0.0,0.0,-1.0,-1.0,1.0,0.0
-1.0,0.0,0.0,-1.0,-1.0,-0.0,0.0
1.0,0.0,0.0,-1.0,-1.0,1.0,0.0
1.0,0.0,-1.0,-0.0,1.0,-0.0,0.0
-1.0,1.0,-1.0,-0.0,0.0,-0.0,-1.0
-1.0,0.0,-1.0,1.0,0.0,-1.0,-1.0
-1.0,0.0,-1.0,1.0,0.0,-1.0,-1.0
-1.0,1.0,0.0,-0.0,1.0,-0.0,0.0
-1.0,0.0,-1.0,-0.0,1.0,-1.0,-1.0
-1.0,1.0,0.0,-0.0,0.0,-0.0,-1.0
-1.0,0.0,0.0,1.0,0.0,-1.0,0.0
1.0,1.0,0.0,-0.0,0.0,-0.0,-1.0
-1.0,1.0,0.0,-0.0,0.0,-1.0,-1.0
1.0,1.0,0.0,-0.0,0.0,-0.0,-1.0
-1.0,1.0,0.0,-0.0,-1.0,-0.0,-1.0
-1.0,0.0,0.0,1.0,-1.0,-1.0,-1.0
-1.0,0.0,0.0,1.0,-1.0,-1.0,-1.0
-1.0,1.0,1.0,-0.0,0.0,-0.0,0.0
-1.0,0.0,0.0,-0.0,0.0,-1.0,-1.0
-1.0,1.0,1.0,-0.0,-1.0,-0.0,-1.0
-1.0,0.0,1.0,1.0,-1.0,-1.0,0.0
-1.0,1.0,1.0,-0.0,-1.0,-0.0,-1.0
-1.0,1.0,1.0,-0.0,-1.0,-1.0,-1.0
-1.0,1.0,1.0,-0.0,-1.0,-0.0,-1.0
-1.0,-1.0,0.0,1.0,0.0,-1.0,0.0
-1.0,-1.0,0.0,1.0,0.0,-1.0,0.0
-1.0,0.0,1.0,-0.0,1.0,-0.0,1.0
-1.0,-1.0,0.0,-0.0,1.0,-1.0,0.0
-1.0,0.0,1.0,-0.0,0.0,-0.0,0.0
-1.0,-1.0,1.0,1.0,0.0,-1.0,1.0
1.0,0.0,1.0,-0.0,0.0,-0.0,0.0
-1.0,0.0,1.0,-0.0,0.0,-1.0,0.0
1.0,0.0,1.0,-0.0,0.0,-0.0,0.0
1.0,0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,1.0,1.0,-1.0,1.0,1.0,1.0
1.0,0.0,0.0,-1.0,1.0,-0.0,0.0
1.0,1.0,1.0,-1.0,0.0,1.0,0.0
1.0,0.0,1.0,-0.0,0.0,-0.0,1.0
1.0,1.0,1.0,-1.0,0.0,1.0,0.0
-1.0,1.0,1.0,-1.0,0.0,-0.0,0.0
1.0,1.0,1.0,-1.0,0.0,1.0,0.0
1.0,1.0,1.0,-1.0,1.0,1.0,1.0
-1.0,0.0,0.0,-1.0,1.0,-0.0,0.0
-1.0,1.0,1.0,-1.0,0.0,1.0,0.0
-1.0,0.0,1.0,-0.0,0.0,-0.0,1.0
1.0,1.0,1.0,-1.0,0.0,1.0,0.0
-1.0,1.0,1.0,-1.0,0.0,-0.0,0.0
1.0,1.0,1.0,-1.0,0.0,1.0,0.0
-1.0,-1.0,-1.0,-0.0,0.0,-1.0,-1.0
-1.0,0.0,0.0,-0.0,-1.0,-0.0,-1.0
-1.0,-1.0,0.0,1.0,-1.0,-1.0,0.0
1.0,0.0,0.0,-0.0,-1.0,-0.0,-1.0
-1.0,0.0,0.0,-0.0,-1.0,-1.0,-1.0
1.0,0.0,0.0,-0.0,-1.0,-0.0,-1.0
1.0,1.0,1.0,-0.0,-1.0,1.0,0.0
1.0,0.0,1.0,1.0,-1.0,-0.0,1.0
1.0,1.0,1.0,-0.0,-1.0,1.0,0.0
-1.0,1.0,1.0,-0.0,-1.0,-0.0,0.0
1.0,1.0,1.0,-0.0,-1.0,1.0,0.0
-1.0,-1.0,0.0,1.0,0.0,-1.0,1.0
1.0,0.0,0.0,-0.0,0.0,-0.0,0.0
-1.0,0.0,0.0,-0.0,0.0,-1.0,0.0
1.0,0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,1.0,0.0,-1.0,0.0,1.0,-1.0
-1.0,1.0,0.0,-1.0,0.0,-0.0,-1.0
1.0,1.0,0.0,-1.0,0.0,1.0,-1.0
-1.0,0.0,0.0,-0.0,0.0,-1.0,0.0
1.0,0.0,0.0,-0.0,0.0,-0.0,0.0
1.0,0.0,0.0,-0.0,0.0,1.0,0.0
